Timestamp,MessageId,MessageType,SendTimestamp,ReceiveTimestamp,QueueTimestamp,ApplyTimestamp,RenderStartTimestamp,RenderEndTimestamp,EndToEndLatency,ProcessingLatency,RenderLatency,QueueDepth,UIRenderQueueDepth,CPUUsage,MemoryUsage,Gen0Collections,Gen1Collections,Gen2Collections
# SUMMARY 2025-09-14 15:08:57.414: Messages=0, Throughput=0.0/sec, IntervalThroughput=0.0/sec, E2E_Latency_P50=0ms, E2E_Latency_P95=0ms, E2E_Latency_P99=0ms, Processing_P50=0ms, Processing_P95=0ms, Processing_P99=0ms, Render_P50=0ms, Render_P95=0ms, Render_P99=0ms, CPU=0.0%, Memory=114MB, UIQueue=0, GC_Gen0=1, GC_Gen1=0, GC_Gen2=0
# SUMMARY 2025-09-14 15:09:07.412: Messages=0, Throughput=0.0/sec, IntervalThroughput=0.0/sec, E2E_Latency_P50=0ms, E2E_Latency_P95=0ms, E2E_Latency_P99=0ms, Processing_P50=0ms, Processing_P95=0ms, Processing_P99=0ms, Render_P50=0ms, Render_P95=0ms, Render_P99=0ms, CPU=100.0%, Memory=114MB, UIQueue=0, GC_Gen0=2, GC_Gen1=1, GC_Gen2=0
# SUMMARY 2025-09-14 15:09:17.406: Messages=0, Throughput=0.0/sec, IntervalThroughput=0.0/sec, E2E_Latency_P50=0ms, E2E_Latency_P95=0ms, E2E_Latency_P99=0ms, Processing_P50=0ms, Processing_P95=0ms, Processing_P99=0ms, Render_P50=0ms, Render_P95=0ms, Render_P99=0ms, CPU=100.0%, Memory=114MB, UIQueue=0, GC_Gen0=1, GC_Gen1=0, GC_Gen2=0
# SUMMARY 2025-09-14 15:09:27.407: Messages=0, Throughput=0.0/sec, IntervalThroughput=0.0/sec, E2E_Latency_P50=0ms, E2E_Latency_P95=0ms, E2E_Latency_P99=0ms, Processing_P50=0ms, Processing_P95=0ms, Processing_P99=0ms, Render_P50=0ms, Render_P95=0ms, Render_P99=0ms, CPU=80.8%, Memory=114MB, UIQueue=0, GC_Gen0=1, GC_Gen1=0, GC_Gen2=0
2025-09-14 15:09:27.699,OrderBook,1757862551742,1757862567652,1757862567653,1757862567657,0,0,-1757862551742,5,0,0,0,29.9,114,1,0,0
2025-09-14 15:09:30.665,OrderBook,1757862558539,1757862567653,1757862567704,1757862570657,1757862567722,1757862567722,9183,3004,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,OrderBook,1757862564620,1757862567653,1757862567704,1757862570657,1757862567722,1757862567722,3102,3004,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,OrderBook,1757862564621,1757862567653,1757862567704,1757862570657,1757862567722,1757862567722,3101,3004,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,OrderBook,1757862564622,1757862567653,1757862567704,1757862570657,1757862567722,1757862567722,3100,3004,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,OrderBook,1757862564622,1757862567653,1757862567704,1757862570657,1757862567722,1757862567722,3100,3004,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,OrderBook,1757862564622,1757862567653,1757862567704,1757862570657,1757862567722,1757862567722,3100,3004,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,OrderBook,1757862564622,1757862567654,1757862567704,1757862570657,1757862567722,1757862567722,3100,3003,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,TradeBook,1757862564622,1757862567654,1757862567704,1757862570657,1757862567722,1757862567722,3100,3003,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.665,TradeBook,1757862567631,1757862570657,1757862570657,1757862570662,1757862567722,1757862567722,91,5,0,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,TradeBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,TradeBook,1757862567631,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,3036,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,TradeBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570657,1757862570657,1757862570665,1757862570861,1757862570666,1757862570667,10,204,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,TradeBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,TradeBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,TradeBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570753,1757862570753,1757862570753,1757862570861,1757862570666,1757862570667,-86,108,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:30.861,OrderBook,1757862570860,1757862570861,1757862570861,1757862570861,1757862570666,1757862570667,-193,0,1,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,TradeBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570860,1757862570861,1757862570861,1757862571063,1757862570868,1757862570870,10,202,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,TradeBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,TradeBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,TradeBook,1757862570960,1757862570961,1757862570961,1757862571063,1757862570868,1757862570870,-90,102,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.063,OrderBook,1757862571062,1757862571063,1757862571063,1757862571063,1757862570868,1757862570870,-192,0,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,OrderBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,OrderBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,OrderBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,OrderBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,TradeBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,OrderBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,OrderBook,1757862571062,1757862571063,1757862571063,1757862571170,1757862571064,1757862571066,4,107,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.170,TradeBook,1757862571169,1757862571170,1757862571170,1757862571170,1757862571064,1757862571066,-103,0,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,OrderBook,1757862571169,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,5,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,TradeBook,1757862571169,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,5,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,OrderBook,1757862571169,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,5,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,OrderBook,1757862571169,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,5,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,OrderBook,1757862571169,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,5,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,TradeBook,1757862571170,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,4,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,OrderBook,1757862571170,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,4,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,OrderBook,1757862571170,1757862571170,1757862571170,1757862571271,1757862571172,1757862571174,4,101,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.271,TradeBook,1757862571270,1757862571271,1757862571271,1757862571271,1757862571172,1757862571174,-96,0,2,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,OrderBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,TradeBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,OrderBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,OrderBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,OrderBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,OrderBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,TradeBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,TradeBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,OrderBook,1757862571270,1757862571271,1757862571271,1757862571380,1757862571314,1757862571317,47,109,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.380,TradeBook,1757862571379,1757862571380,1757862571380,1757862571380,1757862571314,1757862571317,-62,0,3,0,0,79.7,114,2,0,0
2025-09-14 15:09:31.484,TradeBook,1757862571379,1757862571380,1757862571380,1757862571483,1757862571382,1757862571389,10,103,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,OrderBook,1757862571379,1757862571380,1757862571380,1757862571483,1757862571382,1757862571389,10,103,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,OrderBook,1757862571379,1757862571380,1757862571380,1757862571483,1757862571382,1757862571389,10,103,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,OrderBook,1757862571379,1757862571380,1757862571380,1757862571484,1757862571382,1757862571389,10,104,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,TradeBook,1757862571379,1757862571380,1757862571380,1757862571484,1757862571382,1757862571389,10,104,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,OrderBook,1757862571379,1757862571380,1757862571380,1757862571484,1757862571382,1757862571389,10,104,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,OrderBook,1757862571380,1757862571380,1757862571380,1757862571484,1757862571382,1757862571389,9,104,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,TradeBook,1757862571380,1757862571380,1757862571380,1757862571484,1757862571382,1757862571389,9,104,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.484,TradeBook,1757862571483,1757862571483,1757862571483,1757862571484,1757862571382,1757862571389,-94,1,7,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
2025-09-14 15:09:31.585,OrderBook,1757862571483,1757862571483,1757862571484,1757862571585,1757862571492,1757862571494,11,102,2,0,0,52.1,114,3,0,0
